dataset_id,original,paraphrased,sentiment
1,I got mad jana when M said she didn't like my trouser. Over-reacted I guess. Now am sad and she's not so glad. Forgive me Lord ,"I became really angry when M criticized my pants. I probably overreacted. Now I'm feeling down and she's unhappy too. Please forgive me, Lord.",negative
1,"@sol_rei Thank you!  Yeah, this whole table/washer/dryer thing is brand new to us.  It's nice. ","@sol_rei Thanks! Yes, having this entire table/washer/dryer setup is completely new for us. It's really great.",positive
1,I'm so proud  #fb,I'm filled with pride #fb,positive
1,Happy mothers day all you mothers! . REcital is today!! I&quot;m MEGA EXCITED and ready for intense quick changes! ,Happy Mother's Day to all the moms out there! The recital is happening today!! I'm SUPER PUMPED and prepared for those crazy fast costume switches!,positive
1,is excited for this week  http://plurk.com/p/uizei,is looking forward to this week http://plurk.com/p/uizei,positive
4,"If ever a concept came handed down from the movie gods on a silver platter, this is it.","If there was ever an idea delivered straight from cinematic heaven on a gleaming tray, this would be the one.",positive
1,Ohhhh Dear Twitter:  what can I say another night of trying to take over the world and ended up in Starbucks stealing internet! ,"Oh Twitter, what can I tell you - another evening attempting world domination that concluded with me at Starbucks borrowing their WiFi!",positive
1,night at the museum batte of the smithsonian...SO GOOOOOOOOD! ,Night at the Museum: Battle of the Smithsonian... ABSOLUTELY AMAZING!,positive
1,@Greywulf2112 great review thanks for that ,"@Greywulf2112 excellent review, appreciate it",positive
1,@ekaa17 Her face is familiar ,@ekaa17 I recognize her face,positive
1,@FreakinSweet87 oh well thanks for letting me know  and thanks for the follow,"@FreakinSweet87 alright, appreciate you telling me about that and thanks for following",positive
1,@ResaTray  *pats back* It'll be okay.,*pats back* Everything's going to be alright.,positive
1,@twitsmag  how to go to work happy    http://twitpic.com/7i0v3 - Very funny,@twitsmag how to arrive at work cheerful http://twitpic.com/7i0v3 - Hilarious,positive
4,A gripping documentary that reveals how deep the antagonism lies in war-torn Jerusalem.,A compelling documentary that exposes the profound hostility embedded within war-ravaged Jerusalem.,positive
1,@natalietran Lol that is cute for some reason...  hi nat!,@natalietran Haha that's adorable for some reason... hey nat!,positive
4,A thriller without a lot of thrills.,A suspenseful film that lacks genuine suspense.,negative
1,@teadaddy Hahahah... Nice! Thank you for being so old to reply correctly. ,Haha... Great! Thanks for being mature enough to respond properly.,positive
1,"@lidaverner I get it really bad every February, but it has been dark for 2 days &amp; raining all today, so starting to get moody today ","@lidaverner I usually struggle with it terribly each February, but after two days of darkness and today's constant rain, I'm beginning to feel irritable now",negative
1,is looking forward to spending time with her friends at the beach tomorrow!!     ;; let's just hope i don't get burned!,can't wait to hang out with my friends at the beach tomorrow!! ;; hopefully I won't end up with a sunburn!,positive
1,"@morganiangoose  i do too, but i'm up for trying somethign new! ","@morganiangoose I feel the same way, but I'm excited to experiment with something different!",positive
1,Dont you just hate it when u wanted a lie in but you wake up damned early? ,Don't you just hate it when you planned to sleep late but end up waking up ridiculously early?,negative
1,@butterflydi glad u made it back safely. Enjoy ur stuffs ,@butterflydi Happy you returned safe and sound. Hope you enjoy your things!,positive
1,"Just turned in my paper (yippeee) and now I am relaxing, watching a little Gossip Girl and painting my nails... ahh, the life. ","Just submitted my paper (woohoo) and now I'm unwinding, enjoying some Gossip Girl while doing my nails... ah, living the dream.",positive
1,"@schmicles  head over here and i'll make you one, topped with hot choc sauce! Heavenly!","@schmicles come on over and I'll whip one up for you, drizzled with warm chocolate sauce! Absolutely divine!",positive
1,"@rebeccakelley gah, I haven't watched T4 yet  Wasn't holding my breath w/o Arnie in it, though.","@rebeccakelley ugh, I still haven't seen T4 yet. Wasn't really expecting much without Arnie anyway.",negative
1,"@_dcNadii3_  goodnight my dear, i gotta go to bed now too @shanterowland  angel, love youu both to pieces. talk 2 u soon. double kisses â¥","@_dcNadii3_ goodnight my darling, I need to head to sleep as well @shanterowland sweetheart, adore you both so much. chat with you later. sending double kisses ♥",negative
1,Ooh nooo. Not the greatest weather to be walking in the mountains   need to find something else to do.,Oh no. This isn't ideal weather for hiking in the mountains - I'll have to come up with an alternative activity.,negative
1,"@Nikkers But I want her  I need to invent a love potion, dip Cupid's arrow in it, then shove it deep in her right buttock.","@Nikkers But I'm so drawn to her. I need to create some kind of magical elixir, coat Cupid's arrow with it, and plunge it directly into her right glute.",negative
1,@ms_Arika crazy how u be like oh well good but when they gone u be like dang..its the comfort of knowing u can see them when u want to ,"It's wild how you act all casual and fine, but once they're not around anymore you're like damn... it's really about the comfort of knowing you could see them whenever you wanted to.",negative
1,hates this. can't play pet soc.  http://plurk.com/p/12llm1,I really dislike this. I'm unable to play Pet Society. http://plurk.com/p/12llm1,negative
1,Another sick baby.  ,Another unwell infant.,negative
1,@JazMc92 Fuck up lol. Just went up to three hours now  Should be deffo finished for me getting up in the morning.,@JazMc92 Shut up haha. Just increased to three hours now. Should definitely be done by the time I wake up tomorrow morning.,negative
1,@heycassadee awww that's so sad  i send my condolences,"@heycassadee oh that's heartbreaking, my deepest sympathies to you",negative
1,"OK, I heart iheartradio on my 'berry. Now I can listen to oldies alllll the tiiiime. Come back, Oldies 95!! We miss you ","Alright, I love iHeartRadio on my BlackBerry. Now I can listen to oldies constantly. Please return, Oldies 95!! We long for you.",negative
1,Listening to OPM music right now... ,Currently enjoying some OPM music...,positive
4,Every joke is repeated at least four times.,Each joke gets told a minimum of four times.,negative
1,"@axing balai, bintan, moro already, when is my hometown turn, ","@axing Balai, Bintan, and Moro have already been done - when will it be my hometown's turn?",negative
1,"Last night ruled. Music industry nights light a fire under me. Great mood, stunning day. Time to pack. ","Yesterday evening was amazing. Events in the music business always ignite my passion. Feeling fantastic, beautiful weather. Need to get packing now.",positive
1,being shushed ,being told to be quiet,negative
1,@thebrandicyrus http://twitpic.com/5dcka - cool why is a penguin in the airport ,@thebrandicyrus http://twitpic.com/5dcka - awesome what's a penguin doing at the airport,positive
1,@NYCFIRSTLADEE GOOD  LOLL,@NYCFIRSTLADEE NICE HAHA,positive
4,A sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply.,A depressing and formulaic attempt to squeeze more life from an exhausted concept -- a heterosexual man forced to cross-dress -- that somehow succeeds in being even more terrible than its name suggests.,negative
1,Joined our fan page on Facebook yet? come on over   http://bit.ly/xjDap get even more zomppafied!!!,Have you joined our Facebook fan page yet? Head over to http://bit.ly/xjDap and get even more zomppafied!!!,positive
1,@AnoopDoggDesai Thank you for showing up today! We've beEn waiting to see you on our tv screen like forever now .. ,@AnoopDoggDesai Thanks for appearing today! We've been eagerly anticipating seeing you on television for what feels like ages now..,positive
4,It reaffirms life as it looks in the face of death.,It affirms life while confronting mortality directly.,positive
1,"@maxloves99 @cfidel Well, that's not a very positive attitude. ",@maxloves99 @cfidel That's quite a pessimistic outlook.,negative
